entry_id,user_id,contest_id,entry_time,entry_fee,bonus_funds_used,cash_used,payout_amount,status
1199,1256,340,2024-11-30 07:55:16,5,0,5,0,completed
1200,2391,120,2024-11-24 01:13:01,5,0,5,5,cancelled
1201,4674,47,2024-10-21 22:36:41,50,0,50,0,completed
1202,4545,20,2024-10-24 17:26:18,100,0,100,100,cancelled
1203,1276,141,2024-12-30 15:50:52,20,0,20,20,cancelled
1204,2291,390,2024-12-11 14:01:05,5,0,5,0,completed
1205,3802,266,2024-12-30 13:02:40,5,0,5,0,completed
1206,2320,165,2024-12-06 15:01:52,20,20,0,0,completed
1207,3579,314,2024-10-06 05:44:52,100,0,100,0,completed
1208,2592,78,2024-10-01 12:02:59,100,0,100,100,cancelled
1209,1371,140,2024-12-06 19:02:29,50,50,0,150,completed
1210,4130,241,2024-12-27 05:52:35,25,0,25,0,completed
1211,354,387,2024-11-03 23:56:35,100,0,100,0,completed
1212,203,59,2025-01-05 02:01:15,100,0,100,0,completed
1213,1923,435,2024-12-19 05:11:46,20,20,0,400,completed
1214,2767,445,2025-01-20 04:55:59,20,0,20,20,cancelled
1215,361,390,2024-12-11 10:18:25,5,0,5,0,completed
1216,3613,250,2024-11-07 15:03:57,5,0,5,0,completed
1217,3092,43,2024-11-19 10:59:25,5,0,5,15,completed
1218,4101,489,2024-10-09 01:55:20,10,0,10,0,completed
1219,410,456,2024-09-16 11:25:28,20,0,20,200,completed
1220,1970,393,2024-09-16 00:13:35,5,0,5,0,completed
1221,1299,192,2024-10-21 23:12:52,10,0,10,10,cancelled
1222,3558,109,2024-11-01 00:24:42,20,0,20,0,completed
1223,1727,400,2024-11-07 17:08:41,25,0,25,0,completed
1224,3213,384,2024-09-16 15:25:16,50,0,50,0,completed
1225,4319,26,2024-10-17 04:14:11,5,0,5,0,completed
1226,1099,119,2024-10-19 12:43:21,50,0,50,0,completed
1227,2756,274,2024-09-09 06:21:00,20,0,20,0,completed
1228,638,420,2024-10-03 11:36:48,5,0,5,50,completed
1229,1763,452,2024-10-01 10:35:03,100,100,0,0,completed
1230,2383,449,2025-01-07 20:32:40,50,0,50,75.0,completed
1231,2848,264,2024-12-16 21:06:28,5,0,5,15,completed
1232,719,322,2024-11-16 22:26:09,100,0,100,0,completed
1233,3953,369,2024-09-15 14:32:37,25,0,25,50,completed
1234,633,414,2024-11-26 08:06:10,50,0,50,0,completed
1235,4725,198,2024-11-15 06:43:12,5,0,5,15,completed
1236,3518,388,2024-11-24 02:53:51,10,0,10,0,completed
1237,78,228,2024-10-31 06:52:05,25,0,25,0,completed
1238,1212,206,2024-11-24 09:05:08,5,0,5,10,completed
1239,4410,74,2024-09-20 19:11:28,25,0,25,500,completed
1240,1536,294,2024-09-16 08:52:32,100,0,100,300,completed
1241,2435,49,2024-09-09 23:50:59,20,20,0,0,completed
1242,246,308,2024-12-22 22:51:42,25,0,25,0,completed
1243,3236,14,2024-11-01 06:24:07,10,0,10,0,completed
1244,2207,379,2024-12-01 22:03:34,10,10,0,15.0,completed
1245,17,319,2025-01-26 22:42:06,50,0,50,0,completed
1246,2413,32,2024-10-18 22:53:00,10,0,10,10,cancelled
1247,674,312,2024-11-26 14:14:52,10,0,10,20,completed
1248,1071,90,2024-10-09 19:28:21,25,25,0,0,completed
1249,69,327,2024-11-19 11:51:01,50,0,50,0,completed
1250,490,483,2024-11-13 10:57:41,50,0,50,150,completed
1251,4444,72,2024-12-12 03:54:27,100,10,90,0,completed
1252,2830,238,2024-12-25 18:55:58,20,20,0,20,cancelled
1253,2322,218,2024-11-21 07:37:16,50,0,50,250,completed
1254,2559,317,2024-09-03 21:40:17,100,0,100,0,completed
1255,2772,371,2024-09-03 19:20:34,5,0,5,0,completed
1256,3623,475,2024-09-20 19:43:24,100,0,100,0,completed
1257,115,220,2024-11-28 07:34:26,100,0,100,0,completed
1258,3756,252,2024-11-29 22:05:19,100,0,100,0,completed
1259,2306,136,2024-11-13 14:30:56,20,0,20,0,completed
1260,3077,468,2024-10-18 15:42:35,5,0,5,5,cancelled
1261,4317,400,2024-11-08 13:56:54,25,0,25,75,completed
1262,4715,131,2024-10-05 17:24:17,20,0,20,0,completed
1263,721,444,2024-10-09 16:08:23,20,0,20,0,completed
1264,4475,236,2024-12-26 12:38:50,10,0,10,0,completed
1265,4968,152,2024-10-18 20:05:52,25,25,0,0,completed
1266,528,382,2024-09-27 07:49:40,50,0,50,50,cancelled
1267,1620,365,2025-01-27 03:57:17,20,20,0,0,completed
1268,3021,166,2024-11-14 08:18:03,10,0,10,0,completed
1269,877,475,2024-09-20 01:48:09,100,0,100,0,completed
1270,4464,264,2024-12-15 23:56:13,5,0,5,0,completed
1271,3729,317,2024-09-03 12:30:12,100,0,100,0,completed
1272,3976,272,2024-09-23 02:34:57,25,25,0,0,completed
1273,166,478,2024-10-19 00:11:42,100,0,100,0,completed
1274,1339,89,2024-10-12 17:19:01,50,0,50,50,cancelled
1275,1064,493,2024-11-25 19:24:15,20,0,20,400,completed
1276,1455,466,2024-09-30 03:48:53,100,0,100,0,completed
1277,85,141,2024-12-30 16:36:55,20,0,20,20,cancelled
1278,2405,1,2024-09-16 16:55:32,50,0,50,0,completed
1279,598,436,2025-01-01 11:59:53,20,0,20,20,cancelled
1280,2617,301,2024-09-17 08:59:26,5,5,0,0,completed
1281,3705,441,2024-11-15 01:13:47,50,0,50,0,completed
1282,803,64,2025-01-14 20:41:24,100,0,100,0,completed
1283,1966,23,2024-12-17 12:40:25,100,0,100,0,completed
1284,1776,110,2024-09-21 08:23:23,25,10,15,0,completed
1285,2982,244,2024-11-04 08:00:23,50,0,50,0,completed
1286,4038,368,2024-10-11 05:41:34,50,50,0,250,completed
1287,3435,185,2024-10-25 06:09:30,50,0,50,0,completed
1288,4880,82,2024-09-25 19:22:54,10,10,0,0,completed
1289,886,4,2025-01-02 11:14:46,50,0,50,0,completed
1290,289,10,2025-01-08 18:08:51,25,0,25,37.5,completed
1291,1974,212,2024-10-19 08:08:56,50,0,50,0,completed
1292,3161,425,2024-12-07 01:33:53,100,0,100,200,completed
1293,662,48,2024-09-26 07:18:20,10,0,10,0,completed
1294,4137,331,2024-10-02 23:33:42,100,0,100,0,completed
1295,2009,136,2024-11-14 14:29:47,20,0,20,0,completed
1296,868,41,2025-01-02 16:14:10,20,0,20,,completed
1297,50,384,2024-09-16 13:30:55,50,0,50,0,completed
1298,3954,23,2024-12-18 11:51:42,100,0,100,300,completed
1299,2889,60,2024-10-20 02:40:45,5,0,5,5,cancelled
1300,526,114,2024-11-25 02:12:18,50,0,50,100,completed
1301,2729,22,2025-01-28 06:23:36,25,25,0,0,completed
1302,3920,325,2024-09-25 00:37:04,20,0,20,20,cancelled
1303,2908,214,2024-10-17 03:08:40,100,100,0,0,completed
1304,304,144,2024-09-30 21:43:26,50,0,50,0,completed
1305,4516,141,2024-12-31 09:25:46,20,0,20,20,cancelled
1306,1721,182,2024-10-02 12:40:58,100,0,100,150.0,completed
1307,2821,365,2025-01-27 06:14:48,20,0,20,0,completed
1308,4483,159,2024-12-12 19:02:31,10,0,10,0,completed
1309,4152,371,2024-09-04 15:42:28,5,0,5,0,completed
1310,3184,318,2024-12-07 03:26:35,10,0,10,0,completed
1311,1873,16,2024-12-22 14:21:13,50,0,50,0,completed
1312,796,40,2024-09-06 19:28:08,10,0,10,0,completed
1313,3578,56,2024-12-09 03:12:07,50,0,50,0,completed
1314,188,192,2024-10-22 04:34:25,10,0,10,10,cancelled
1315,4162,102,2024-09-23 14:11:44,100,0,100,0,completed
1316,3483,478,2024-10-20 08:21:46,100,0,100,300,completed
1317,1832,396,2025-01-08 23:16:31,100,0,100,100,cancelled
1318,3508,19,2024-09-20 23:08:26,20,0,20,0,completed
1319,623,451,2025-01-21 19:04:07,10,10,0,0,completed
1320,4940,354,2024-09-06 19:26:03,10,10,0,0,completed
1321,3612,376,2024-10-19 14:18:54,10,0,10,0,completed
1322,3355,444,2024-10-09 20:09:36,20,0,20,60,completed
1323,4062,136,2024-11-14 01:23:53,20,10,10,0,completed
1324,2016,468,2024-10-18 23:17:36,5,0,5,5,cancelled
1325,3932,267,2024-12-02 17:54:36,100,0,100,200,completed
1326,4053,384,2024-09-16 21:49:31,50,0,50,0,completed
1327,1210,325,2024-09-25 11:29:09,20,0,20,20,cancelled
1328,2426,21,2024-12-02 19:57:50,25,25,0,25,cancelled
1329,3891,362,2024-10-30 06:23:44,5,0,5,0,completed
1330,1908,81,2024-10-20 21:37:13,20,0,20,0,completed
1331,1618,267,2024-12-02 16:42:21,100,0,100,0,completed
1332,440,68,2024-12-06 15:02:20,25,0,25,0,completed
1333,2332,370,2024-11-13 15:13:00,20,0,20,0,completed
1334,3962,322,2024-11-17 17:03:55,100,0,100,0,completed
1335,1239,66,2025-01-08 18:26:18,20,0,20,40,completed
1336,3761,133,2024-12-05 18:28:34,5,0,5,0,completed
1337,419,266,2024-12-29 06:24:35,5,0,5,0,completed
1338,3967,179,2025-01-10 18:46:55,50,0,50,0,completed
1339,868,229,2025-01-02 18:09:24,50,0,50,0,completed
1340,3580,14,2024-10-31 07:15:46,10,0,10,0,completed
1341,118,390,2024-12-10 22:46:47,5,0,5,0,completed
1342,66,277,2024-10-11 02:49:00,50,0,50,0,completed
1343,3639,366,2025-01-22 04:24:15,20,0,20,20,cancelled
1344,2270,299,2024-11-10 08:40:52,50,0,50,50,cancelled
1345,2908,405,2024-10-10 21:02:38,100,0,100,150.0,completed
1346,4782,108,2025-01-26 07:10:28,5,0,5,0,completed
1347,4197,296,2024-09-23 02:15:57,50,45,5,0,completed
1348,1889,48,2024-09-25 15:02:59,10,0,10,0,completed
1349,4235,370,2024-11-14 21:21:51,20,0,20,200,completed
1350,155,120,2024-11-25 03:34:11,5,0,5,5,cancelled
1351,73,456,2024-09-15 13:18:49,20,0,20,0,completed
1352,4545,196,2024-11-17 05:36:40,20,0,20,20,cancelled
1353,391,41,2025-01-03 19:31:30,20,0,20,0,completed
1354,480,1,2024-09-15 11:04:27,50,0,50,0,completed
1355,854,315,2025-01-16 09:44:19,10,0,10,0,completed
1356,4662,112,2024-11-27 00:21:42,100,0,100,0,completed
1357,4017,100,2024-10-07 23:12:14,50,0,50,150,completed
1358,3212,37,2025-01-08 05:51:30,5,0,5,0,completed
1359,1039,58,2024-12-24 02:02:36,25,0,25,0,completed
1360,4723,304,2025-01-21 22:20:05,5,5,0,0,completed
1361,2396,352,2024-10-13 10:17:47,25,0,25,125,completed
1362,932,337,2024-11-11 02:40:37,50,0,50,0,completed
1363,1009,94,2024-12-15 06:54:16,10,0,10,0,completed
1364,739,410,2024-10-17 14:55:42,20,0,20,0,completed
1365,1503,236,2024-12-27 09:23:27,10,0,10,0,completed
1366,2943,415,2024-10-22 02:00:17,10,0,10,0,completed
1367,2945,128,2024-12-21 03:49:22,5,5,0,0,completed
1368,1347,163,2024-09-03 15:50:25,10,0,10,0,completed
1369,4678,166,2024-11-15 16:27:24,10,0,10,0,completed
1370,4743,91,2024-12-28 16:48:26,5,0,5,0,completed
1371,3452,338,2024-09-11 04:41:59,10,0,10,0,completed
1372,1367,266,2024-12-30 13:34:41,5,0,5,0,completed
1373,4235,64,2025-01-15 13:42:02,100,0,100,500,completed
1374,2577,279,2024-09-28 17:41:30,10,0,10,30,completed
1375,1855,42,2024-10-09 04:19:49,100,0,100,0,completed
1376,4498,118,2024-09-21 22:45:45,50,0,50,0,completed
1377,3518,46,2024-12-10 23:18:27,10,0,10,0,completed
1378,1503,209,2025-01-05 20:56:08,100,0,100,0,completed
1379,4911,145,2024-09-22 21:47:05,25,0,25,0,completed
1380,3577,320,2024-10-18 00:39:04,100,0,100,150.0,completed
1381,2742,195,2025-01-01 06:03:02,25,0,25,125,completed
1382,3043,302,2024-12-18 17:49:55,20,20,0,0,completed
1383,947,297,2024-09-21 06:44:21,5,0,5,5,cancelled
1384,4981,262,2024-09-19 08:27:14,10,0,10,0,completed
1385,980,174,2024-11-21 13:47:32,10,10,0,0,completed
1386,1550,285,2024-10-15 23:16:08,25,0,25,0,completed
1387,3698,179,2025-01-09 16:53:12,50,0,50,0,completed
1388,1792,198,2024-11-14 16:38:39,5,0,5,0,completed
1389,3526,221,2024-10-11 22:55:53,100,0,100,2000,completed
1390,3921,198,2024-11-14 00:39:33,5,0,5,0,completed
1391,4105,384,2024-09-16 05:15:04,50,0,50,0,completed
1392,2232,363,2024-11-25 15:59:06,10,0,10,0,completed
1393,4559,229,2025-01-01 06:26:40,50,0,50,0,completed
1394,350,63,2024-11-23 13:05:05,25,0,25,0,completed
1395,3212,141,2024-12-31 19:25:22,20,0,20,20,cancelled
1396,2249,18,2024-10-30 08:26:03,5,0,5,0,completed
1397,1347,440,2024-09-27 09:30:22,10,0,10,0,completed
1398,518,269,2024-11-05 21:33:22,25,25,0,0,completed
1399,2730,382,2024-09-27 19:41:49,50,0,50,50,cancelled
1400,4567,321,2024-10-15 17:49:55,10,10,0,0,completed
1401,4992,29,2024-11-29 04:04:08,50,0,50,0,completed
1402,4201,8,2024-11-02 05:17:52,50,0,50,0,completed
1403,2717,15,2025-01-15 03:12:15,25,0,25,500,completed
1404,1693,14,2024-11-01 12:04:11,10,0,10,0,completed
1405,356,284,2024-09-19 03:08:48,10,0,10,0,completed
1406,2244,383,2024-09-01 02:55:48,5,5,0,5,cancelled
1407,2539,390,2024-12-11 22:40:49,5,0,5,0,completed
1408,3862,480,2024-09-04 03:24:10,100,50,50,0,completed
1409,1939,257,2024-11-16 11:52:22,5,0,5,0,completed
1410,4225,314,2024-10-05 22:38:33,100,100,0,0,completed
1411,3255,175,2024-12-23 19:46:52,100,10,90,0,completed
1412,3388,383,2024-08-30 08:37:28,5,0,5,5,cancelled
1413,691,329,2024-10-25 12:10:26,10,10,0,0,completed
1414,4776,28,2025-01-23 19:36:37,100,10,90,0,completed
1415,2033,182,2024-10-03 21:04:58,100,0,100,0,completed
1416,3234,11,2024-11-19 19:32:15,50,0,50,0,completed
1417,159,7,2024-11-01 19:54:00,20,0,20,0,completed
1418,4223,330,2024-12-20 16:20:32,20,0,20,400,completed
1419,2509,318,2024-12-07 10:19:48,10,0,10,0,completed
1420,2988,373,2024-11-11 07:23:36,20,0,20,100,completed
1421,2937,11,2024-11-20 05:30:25,50,0,50,0,completed
1422,1027,161,2024-11-22 12:34:29,20,0,20,0,completed
1423,4259,377,2024-10-02 09:13:35,20,0,20,60,completed
1424,1474,446,2024-12-03 17:17:28,5,0,5,0,completed
1425,58,14,2024-11-01 18:18:58,10,0,10,0,completed
1426,3652,180,2025-01-06 05:09:36,10,0,10,0,completed
1427,3263,480,2024-09-03 20:10:23,100,0,100,0,completed
1428,3326,218,2024-11-21 04:40:06,50,50,0,250,completed
1429,4231,249,2024-10-18 18:28:54,20,0,20,100,completed
1430,4475,225,2025-01-20 12:30:04,20,0,20,0,completed
1431,1340,391,2024-10-04 03:43:36,10,0,10,0,completed
1432,3675,235,2025-01-01 17:45:49,10,0,10,0,completed
1433,2383,462,2024-12-29 10:40:01,100,0,100,0,completed
1434,974,43,2024-11-18 18:16:47,5,0,5,0,completed
1435,2257,359,2024-12-10 05:45:32,20,0,20,0,completed
1436,604,297,2024-09-21 18:52:52,5,0,5,5,cancelled
1437,1612,51,2025-01-17 03:15:02,5,5,0,,completed
1438,4676,226,2024-11-08 05:24:47,100,0,100,0,completed
1439,368,79,2024-10-03 21:23:56,50,0,50,100,completed
1440,1778,146,2024-10-23 20:58:32,20,20,0,30.0,completed
1441,3299,43,2024-11-19 03:42:27,5,0,5,0,completed
1442,1891,435,2024-12-19 09:21:18,20,20,0,0,completed
1443,4764,287,2024-10-24 07:07:42,100,0,100,0,completed
1444,4996,310,2024-09-14 06:50:44,20,0,20,60,completed
1445,451,419,2024-09-28 10:34:30,20,20,0,0,completed
1446,4969,107,2024-10-03 18:53:21,10,0,10,0,completed
1447,2116,402,2025-01-27 03:09:05,10,0,10,0,completed
1448,487,327,2024-11-19 15:11:57,50,50,0,0,completed
1449,2827,301,2024-09-16 12:31:34,5,0,5,0,completed
1450,2131,173,2024-12-25 03:35:38,100,0,100,0,completed
1451,904,10,2025-01-09 01:33:56,25,25,0,0,completed
1452,4920,445,2025-01-19 10:13:14,20,0,20,20,cancelled
1453,4360,120,2024-11-23 21:18:08,5,0,5,5,cancelled
1454,1864,28,2025-01-24 15:26:02,100,0,100,500,completed
1455,2068,131,2024-10-05 22:07:10,20,0,20,0,completed
1456,465,363,2024-11-25 01:06:16,10,0,10,0,completed
1457,4069,460,2024-10-01 20:10:08,5,5,0,0,completed
1458,295,171,2025-01-23 11:43:39,20,0,20,0,completed
1459,2966,343,2025-01-23 12:36:55,20,0,20,20,cancelled
1460,3075,427,2024-11-21 03:09:15,20,0,20,20,cancelled
1461,1179,206,2024-11-24 14:48:12,5,5,0,0,completed
1462,1349,388,2024-11-22 23:26:53,10,0,10,200,completed
1463,2234,56,2024-12-09 02:11:02,50,0,50,250,completed
1464,4606,264,2024-12-16 08:19:15,5,0,5,0,completed
1465,4005,387,2024-11-03 19:39:41,100,0,100,0,completed
1466,2452,284,2024-09-17 15:01:22,10,0,10,0,completed
1467,1312,405,2024-10-10 04:12:08,100,25,75,2000,completed
1468,1162,317,2024-09-03 07:48:55,100,0,100,0,completed
1469,1995,468,2024-10-17 12:21:11,5,0,5,,cancelled
1470,350,229,2025-01-02 15:16:03,50,0,50,150,completed
1471,4950,376,2024-10-18 21:37:54,10,0,10,0,completed
1472,4458,383,2024-08-30 11:29:23,5,0,5,5,cancelled
1473,3890,136,2024-11-14 04:11:29,20,0,20,30.0,completed
1474,3824,81,2024-10-21 04:31:27,20,0,20,0,completed
1475,4440,415,2024-10-22 03:55:31,10,0,10,0,completed
1476,1281,318,2024-12-07 05:40:07,10,0,10,100,completed
1477,4251,97,2024-12-24 19:43:12,10,0,10,0,completed
1478,1570,142,2024-12-01 05:05:48,50,0,50,250,completed
1479,2814,32,2024-10-17 19:07:19,10,0,10,10,cancelled
1480,1360,308,2024-12-21 17:40:36,25,0,25,0,completed
1481,992,80,2024-12-02 21:56:51,25,0,25,250,completed
1482,4796,396,2025-01-10 00:28:59,100,0,100,100,cancelled
1483,2150,403,2024-10-09 11:27:39,25,0,25,0,completed
1484,1107,156,2024-12-18 08:01:57,10,0,10,0,completed
1485,3494,182,2024-10-02 17:08:48,100,0,100,0,completed
1486,2511,22,2025-01-27 14:35:15,25,0,25,0,completed
1487,1187,289,2024-11-01 05:01:53,25,0,25,25,cancelled
1488,704,8,2024-11-01 18:13:15,50,0,50,0,completed
1489,841,189,2024-10-06 16:21:26,50,50,0,0,completed
1490,4708,171,2025-01-23 03:45:27,20,0,20,200,completed
1491,51,59,2025-01-04 08:09:42,100,0,100,0,completed
1492,4216,296,2024-09-22 09:28:14,50,25,25,75.0,completed
1493,1600,137,2025-01-14 22:04:04,10,10,0,15.0,completed
1494,2988,129,2024-10-10 16:45:03,25,0,25,0,completed
1495,4218,140,2024-12-05 09:20:30,50,0,50,0,completed
1496,3425,414,2024-11-26 19:04:32,50,0,50,0,completed
1497,3332,332,2024-10-04 03:33:04,100,0,100,0,completed
1498,914,157,2024-10-24 12:20:12,20,0,20,30.0,completed
1499,2414,344,2024-09-03 09:02:20,100,0,100,0,completed
1500,2705,211,2024-10-26 18:24:17,25,0,25,0,completed
1501,4493,489,2024-10-08 17:26:39,10,0,10,0,completed
1502,4961,31,2025-01-10 13:42:31,5,0,5,0,completed
1503,2530,393,2024-09-15 16:04:21,5,0,5,0,completed
1504,756,214,2024-10-16 00:59:37,100,0,100,0,completed
1505,1005,221,2024-10-12 23:19:20,100,0,100,0,completed
1506,1883,307,2024-11-17 15:22:12,20,0,20,0,completed
1507,3295,39,2024-09-02 18:02:11,5,0,5,0,completed
1508,2147,328,2024-10-24 04:45:55,5,0,5,0,completed
1509,1662,191,2024-12-23 02:19:43,50,0,50,0,completed
1510,2201,270,2024-10-16 08:03:18,20,20,0,0,completed
1511,2196,392,2025-01-11 11:25:08,100,0,100,0,completed
1512,878,410,2024-10-17 18:44:15,20,0,20,0,completed
1513,4598,439,2024-09-29 19:06:24,5,0,5,0,completed
1514,3795,328,2024-10-22 15:42:40,5,0,5,0,completed
1515,2492,374,2025-01-25 08:50:22,25,25,0,0,completed
1516,2259,462,2024-12-29 12:51:39,100,0,100,200,completed
1517,4655,326,2024-10-04 04:38:54,100,0,100,0,completed
1518,1359,203,2024-11-02 14:40:56,50,50,0,250,completed
1519,554,174,2024-11-21 20:44:50,10,0,10,0,completed
1520,2885,237,2024-09-25 17:13:00,50,10,40,0,completed
1521,2867,168,2024-11-27 22:11:27,20,20,0,40,completed
1522,4906,123,2025-01-29 02:15:22,10,0,10,15.0,completed
1523,3148,411,2024-11-27 23:15:20,100,0,100,0,completed
1524,1150,290,2024-11-20 01:47:21,50,50,0,0,completed
1525,2530,325,2024-09-25 13:58:29,20,0,20,20,cancelled
1526,4018,444,2024-10-08 21:02:09,20,0,20,200,completed
1527,4695,51,2025-01-16 04:47:52,5,0,5,0,completed
1528,3083,316,2024-10-07 10:38:23,50,0,50,0,completed
1529,1209,260,2024-10-01 12:10:31,5,0,5,0,completed
1530,4654,17,2025-01-21 13:41:17,5,0,5,5,cancelled
1531,3554,146,2024-10-22 15:52:10,20,0,20,60,completed
1532,3830,392,2025-01-13 03:07:26,100,0,100,0,completed
1533,4082,476,2025-01-07 18:57:11,100,0,100,0,completed
1534,2589,226,2024-11-09 06:09:01,100,0,100,500,completed
1535,51,10,2025-01-08 04:55:58,25,0,25,500,completed
1536,179,74,2024-09-19 18:51:38,25,0,25,250,completed
1537,299,8,2024-11-03 00:34:30,50,0,50,0,completed
1538,2989,358,2024-12-12 04:55:46,10,10,0,0,completed
1539,2776,469,2024-09-13 21:07:46,5,5,0,0,completed
1540,1463,288,2024-10-23 22:35:12,50,50,0,0,completed
1541,1918,197,2024-11-01 05:44:30,10,0,10,0,completed
1542,3484,237,2024-09-26 17:41:43,50,0,50,0,completed
1543,2283,363,2024-11-25 10:56:15,10,10,0,0,completed
1544,3043,231,2025-01-17 16:35:04,100,30,70,0,completed
1545,2761,84,2024-09-27 08:39:14,5,0,5,0,completed
1546,1300,164,2024-09-03 07:25:48,20,0,20,0,completed
1547,1809,442,2024-12-30 11:03:10,50,0,50,0,completed
1548,3255,239,2024-10-27 16:07:56,100,0,100,1000,completed
1549,1355,440,2024-09-28 15:09:40,10,0,10,0,completed
1550,4414,233,2024-10-06 16:00:28,10,0,10,0,completed
1551,4221,417,2024-11-14 10:55:39,20,0,20,0,completed
1552,3373,299,2024-11-09 05:33:14,50,0,50,50,cancelled
1553,3939,156,2024-12-17 16:02:36,10,0,10,0,completed
1554,4751,435,2024-12-19 08:49:33,20,0,20,0,completed
1555,2588,108,2025-01-27 10:41:45,5,0,5,15,completed
1556,4656,123,2025-01-27 09:56:24,10,0,10,0,completed
1557,6,126,2025-01-06 07:34:37,20,0,20,400,completed
1558,3988,237,2024-09-25 01:59:29,50,0,50,0,completed
1559,602,125,2024-09-30 22:18:12,10,0,10,0,completed
1560,2213,306,2024-09-11 06:14:50,5,0,5,10,completed
1561,4294,322,2024-11-16 16:43:33,100,0,100,0,completed
1562,1869,461,2024-12-31 22:59:37,5,5,0,0,completed
1563,4973,156,2024-12-16 16:21:06,10,0,10,0,completed
1564,1263,117,2024-10-12 07:13:42,50,0,50,0,completed
1565,1623,390,2024-12-12 05:36:12,5,5,0,100,completed
1566,2614,381,2024-11-16 12:42:12,10,0,10,0,completed
1567,3031,426,2024-11-29 05:41:03,100,25,75,2000,completed
1568,2198,88,2024-10-04 22:10:47,5,5,0,5,cancelled
1569,3700,94,2024-12-13 17:58:29,10,0,10,0,completed
1570,1784,144,2024-09-30 22:00:28,50,50,0,0,completed
1571,3030,53,2025-01-15 09:46:20,10,10,0,0,completed
1572,3873,269,2024-11-05 23:03:58,25,0,25,0,completed
1573,2870,479,2025-01-17 06:03:00,25,0,25,0,completed
1574,4277,188,2024-10-22 22:49:40,5,0,5,0,completed
1575,2903,473,2024-10-22 15:45:29,25,0,25,0,completed
1576,4997,366,2025-01-21 20:14:31,20,0,20,20,cancelled
1577,10,310,2024-09-14 18:22:16,20,20,0,0,completed
1578,1479,485,2024-10-13 21:53:42,20,0,20,0,completed
1579,3521,488,2024-11-16 13:45:38,50,0,50,0,completed
1580,4384,132,2025-01-09 14:45:48,20,0,20,0,completed
1581,2896,4,2025-01-03 22:46:09,50,0,50,0,completed
1582,3515,33,2024-12-07 04:04:28,20,0,20,0,completed
1583,3404,335,2024-12-22 21:42:34,20,0,20,0,completed
1584,4128,463,2024-11-02 03:39:47,10,0,10,0,completed
1585,4775,203,2024-11-03 03:53:22,50,0,50,0,completed
1586,171,181,2024-09-13 20:35:06,20,20,0,60,completed
1587,4232,277,2024-10-11 20:07:49,50,50,0,0,completed
1588,3600,126,2025-01-06 16:34:20,20,20,0,0,completed
1589,1132,86,2025-01-07 14:10:18,25,25,0,0,completed
1590,4626,305,2024-09-16 10:19:47,50,0,50,0,completed
1591,866,430,2024-11-05 10:58:20,10,0,10,0,completed
1592,2017,62,2024-12-28 09:39:20,5,0,5,7.5,completed
1593,2759,466,2024-09-29 09:51:33,100,0,100,0,completed
1594,2901,74,2024-09-19 12:13:52,25,10,15,0,completed
1595,556,292,2024-10-13 22:58:49,100,0,100,0,completed
1596,3729,150,2025-01-22 07:19:25,25,0,25,0,completed
1597,555,215,2024-10-31 22:40:52,25,0,25,0,completed
1598,3237,476,2025-01-06 23:16:14,100,0,100,0,completed
1599,972,151,2025-01-23 14:20:23,100,0,100,0,completed
1600,2066,39,2024-09-01 11:03:14,5,0,5,0,completed
1601,2888,448,2024-11-22 07:32:23,50,0,50,0,completed
1602,2283,53,2025-01-14 02:31:01,10,0,10,0,completed
1603,4938,142,2024-12-01 03:29:27,50,0,50,150,completed
1604,2618,109,2024-11-01 17:51:06,20,0,20,0,completed
1605,4860,157,2024-10-23 19:40:21,20,0,20,0,completed
1606,2250,55,2024-10-24 02:05:43,20,0,20,0,completed
1607,3017,416,2025-01-17 03:06:39,50,0,50,0,completed
1608,531,183,2024-09-30 04:04:16,100,50,50,100,cancelled
1609,3505,9,2024-10-29 14:47:15,20,10,10,0,completed
1610,4115,14,2024-11-01 16:56:03,10,0,10,20,completed
1611,2929,102,2024-09-22 15:42:26,100,0,100,0,completed
1612,1432,301,2024-09-17 23:00:05,5,0,5,0,completed
1613,1198,36,2025-01-29 19:28:23,20,20,0,0,completed
1614,1910,51,2025-01-16 19:58:03,5,5,0,0,completed
1615,3630,323,2024-10-15 14:13:04,20,0,20,0,completed
1616,4665,213,2024-09-29 17:03:35,25,0,25,0,completed
1617,4539,291,2024-11-23 02:07:35,50,0,50,0,completed
1618,4554,239,2024-10-27 02:50:49,100,0,100,0,completed
1619,4999,8,2024-11-02 20:20:44,50,0,50,0,completed
1620,3215,309,2024-09-06 23:05:13,5,0,5,10,completed
1621,1592,176,2024-11-22 05:11:46,20,10,10,0,completed
1622,3939,398,2024-10-16 15:48:21,5,0,5,0,completed
1623,1776,332,2024-10-04 04:30:33,100,0,100,0,completed
1624,2202,64,2025-01-15 15:13:13,100,0,100,300,completed
1625,3123,492,2024-10-08 07:41:05,25,0,25,0,completed
1626,4882,4,2025-01-03 16:46:22,50,0,50,0,completed
1627,3068,483,2024-11-12 22:08:34,50,0,50,100,completed
1628,4159,113,2024-11-20 15:33:23,100,0,100,0,completed
1629,3874,482,2024-09-28 02:31:01,50,0,50,0,completed
1630,3410,134,2024-09-18 13:04:15,20,0,20,40,completed
1631,4351,323,2024-10-16 11:54:07,20,10,10,0,completed
1632,3959,352,2024-10-13 01:34:11,25,0,25,125,completed
