deposit_id,user_id,deposit_ts,amount,payment_method,status,is_admin_deposit
2298,1355,2024-08-15 19:53:49,1000,bank_transfer,completed,False
2299,715,2023-10-28 10:23:03,200,debit_card,failed,False
2300,3650,2024-11-19 20:31:07,100,venmo,completed,False
2301,350,2024-09-27 22:25:26,1000,credit_card,completed,False
2302,1910,2024-09-06 05:00:50,200,venmo,completed,False
2303,778,2024-06-27 09:40:52,1000,bank_transfer,completed,False
2304,3844,2024-08-09 04:39:04,25,bank_transfer,completed,False
2305,451,2023-12-16 18:24:39,100,credit_card,failed,False
2306,2748,2024-11-26 17:35:20,1000,credit_card,completed,False
2307,1108,2023-12-07 11:25:57,1000,credit_card,completed,False
2308,2306,2025-01-05 08:14:13,25,bank_transfer,completed,False
2309,4164,2024-11-02 04:45:54,1000,bank_transfer,completed,False
2310,4195,2024-10-04 07:38:19,500,venmo,failed,False
2311,2913,2024-09-23 00:22:29,200,credit_card,completed,False
2312,4906,2023-12-30 23:42:33,500,paypal,completed,False
2313,444,2024-09-04 17:35:38,50,debit_card,failed,False
2314,790,2024-07-07 05:54:28,1000,debit_card,completed,False
2315,4234,2024-07-12 23:00:29,200,bank_transfer,failed,False
2316,2472,2024-06-20 11:03:28,25,,completed,True
2317,1535,2024-10-13 08:11:53,100,credit_card,completed,False
2318,2596,2024-09-27 11:15:37,25,paypal,completed,False
2319,3629,2024-08-04 17:12:06,25,debit_card,completed,False
2320,4611,2024-06-19 17:02:24,200,venmo,completed,False
2321,4668,2024-11-01 14:43:01,25,credit_card,completed,False
2322,4647,2024-03-16 03:33:59,500,venmo,completed,False
2323,2600,2024-03-14 23:57:34,200,bank_transfer,completed,False
2324,1176,2024-11-28 02:58:17,200,venmo,completed,False
2325,931,2024-06-04 12:20:24,1000,paypal,completed,False
2326,2300,2024-09-05 12:13:31,25,paypal,completed,False
2327,4196,2024-05-29 22:43:18,100,bank_transfer,failed,False
2328,2972,2024-09-11 08:07:30,25,debit_card,completed,False
2329,2718,2024-12-09 01:57:22,100,credit_card,completed,False
2330,2292,2024-05-27 09:44:09,200,credit_card,completed,False
2331,2061,2024-05-10 01:51:22,200,debit_card,completed,False
2332,2449,2024-02-14 20:03:49,100,venmo,completed,False
2333,4689,2025-01-08 20:07:53,200,debit_card,completed,False
2334,3843,2024-12-23 10:13:42,1000,paypal,completed,False
2335,4995,2024-07-11 06:37:49,10,,completed,True
2336,4056,2024-06-06 00:57:06,100,bank_transfer,completed,False
2337,2791,2023-11-12 02:41:53,100,credit_card,completed,False
2338,3456,2024-06-08 07:56:03,25,,completed,True
2339,2244,2024-08-07 18:15:59,1000,paypal,failed,False
2340,658,2025-01-20 16:24:41,1000,paypal,completed,False
2341,3213,2024-05-19 23:11:26,100,paypal,completed,False
2342,3475,2024-06-07 21:23:36,500,venmo,completed,False
2343,1755,2024-10-05 18:33:28,1000,venmo,completed,False
2344,3794,2024-09-05 02:00:41,500,bank_transfer,failed,False
2345,4957,2024-02-29 13:05:38,1000,venmo,completed,False
2346,4010,2023-11-13 20:24:44,25,,completed,True
2347,3593,2024-12-25 05:18:43,50,paypal,completed,False
2348,3625,2024-10-05 07:38:09,100,debit_card,completed,False
2349,88,2024-09-30 10:27:38,200,bank_transfer,completed,False
2350,2350,2024-11-23 07:28:04,100,bank_transfer,completed,False
2351,719,2024-11-16 13:10:22,1000,paypal,failed,False
2352,3986,2024-10-09 16:07:43,50,debit_card,completed,False
2353,4763,2024-04-02 12:12:27,500,venmo,completed,False
2354,1696,2024-07-11 10:48:15,1000,venmo,completed,False
2355,2351,2024-10-05 05:18:17,1000,venmo,completed,False
2356,4752,2024-02-04 23:15:34,200,paypal,completed,False
2357,4140,2024-03-01 19:11:18,50,debit_card,completed,False
2358,3037,2024-07-20 15:11:14,50,debit_card,completed,False
2359,1955,2025-01-09 22:57:46,1000,credit_card,failed,False
2360,2583,2024-06-22 11:42:16,1000,venmo,completed,False
2361,4671,2024-05-12 13:50:36,200,venmo,completed,False
2362,2075,2024-11-23 16:37:42,25,debit_card,completed,False
2363,4115,2024-03-25 22:38:59,25,credit_card,completed,False
2364,2590,2024-12-23 08:07:45,1000,bank_transfer,completed,False
2365,3767,2025-01-26 03:33:21,500,venmo,failed,False
2366,2004,2025-01-22 15:01:56,1000,debit_card,failed,False
2367,2014,2024-11-27 02:45:52,50,bank_transfer,completed,False
2368,4538,2024-10-18 12:56:38,1000,venmo,completed,False
2369,4337,2024-06-04 23:59:48,25,venmo,completed,False
2370,3553,2024-11-19 04:15:19,100,,completed,True
2371,2856,2024-09-03 14:40:00,50,paypal,completed,False
2372,4942,2024-12-28 21:32:27,500,debit_card,completed,False
2373,4019,2024-08-01 18:37:12,100,debit_card,completed,False
2374,4283,2024-04-16 07:34:38,500,paypal,failed,False
2375,1614,2024-05-29 16:18:04,50,bank_transfer,failed,False
2376,472,2024-08-29 18:18:04,50,debit_card,completed,False
2377,3555,2024-10-01 17:42:24,25,venmo,completed,False
2378,3640,2024-12-25 05:20:31,200,venmo,completed,False
2379,3950,2024-07-22 10:14:12,25,bank_transfer,completed,False
2380,4721,2024-12-16 22:20:44,200,bank_transfer,failed,False
2381,1866,2024-06-22 17:43:40,25,,completed,True
2382,3981,2024-10-09 21:10:48,100,,completed,True
2383,1293,2024-08-01 22:42:41,10,,completed,True
2384,454,2025-01-08 02:38:36,50,paypal,completed,False
2385,4081,2024-06-17 07:18:36,25,bank_transfer,completed,False
2386,4962,2024-07-12 16:58:38,200,venmo,completed,False
2387,4754,2024-07-29 14:56:58,25,,completed,True
2388,2985,2024-11-25 04:46:03,200,venmo,completed,False
2389,2853,2024-12-16 01:43:31,200,bank_transfer,completed,False
2390,3810,2024-09-16 20:53:43,1000,paypal,completed,False
2391,2908,2024-09-04 18:13:42,25,credit_card,failed,False
2392,4824,2024-12-31 19:41:27,1000,bank_transfer,completed,False
2393,2194,2024-12-25 03:18:09,100,credit_card,completed,False
2394,2190,2025-01-22 07:56:05,100,,completed,True
2395,1831,2024-09-25 22:58:58,200,paypal,completed,False
2396,2352,2024-08-08 15:20:36,200,paypal,failed,False
2397,822,2024-11-29 11:08:41,100,,completed,True
2398,4702,2024-12-12 13:08:16,200,debit_card,completed,False
2399,3517,2024-08-01 14:32:14,200,credit_card,completed,False
2400,1942,2025-01-28 10:21:08,25,,completed,True
2401,4070,2024-01-23 04:31:19,50,,completed,True
2402,491,2024-12-30 13:29:57,500,venmo,completed,False
2403,1993,2024-11-03 07:18:38,100,credit_card,completed,False
2404,4540,2024-11-10 14:56:55,1000,credit_card,completed,False
2405,4225,2024-01-26 01:32:14,25,venmo,completed,False
2406,448,2024-02-07 08:55:41,500,credit_card,completed,False
2407,2838,2025-01-18 19:31:13,500,debit_card,completed,False
2408,2099,2024-06-18 21:49:57,200,paypal,completed,False
2409,1042,2024-03-22 06:29:15,500,bank_transfer,completed,False
2410,688,2024-07-15 22:50:12,500,bank_transfer,completed,False
2411,3664,2024-08-15 07:32:30,50,debit_card,completed,False
2412,649,2024-06-05 13:35:18,100,bank_transfer,completed,False
2413,2861,2024-09-27 21:15:52,1000,credit_card,completed,False
2414,1710,2024-09-28 09:23:00,1000,credit_card,completed,False
2415,3971,2024-10-21 20:42:15,10,,completed,True
2416,524,2024-07-19 18:49:57,25,venmo,failed,False
2417,1878,2024-12-28 13:34:42,25,paypal,completed,False
2418,3612,2024-12-25 00:31:02,500,bank_transfer,completed,False
2419,4721,2024-09-28 23:38:11,25,,completed,True
2420,4527,2024-08-03 15:41:05,25,,completed,True
2421,613,2024-11-14 14:59:38,100,venmo,completed,False
2422,1555,2024-06-01 18:54:54,50,venmo,completed,False
2423,4476,2024-09-03 08:52:42,500,bank_transfer,completed,False
2424,4519,2024-03-04 05:15:27,100,paypal,completed,False
2425,1981,2025-01-07 12:21:46,200,paypal,completed,False
2426,1530,2025-01-17 04:26:18,25,paypal,completed,False
2427,2508,2025-01-19 11:59:24,100,,completed,True
2428,3118,2024-04-11 02:13:36,1000,credit_card,completed,False
2429,56,2024-08-30 08:02:13,100,paypal,completed,False
2430,2955,2024-04-22 11:13:31,50,debit_card,completed,False
2431,3234,2024-09-28 01:32:52,200,venmo,completed,False
2432,2950,2024-04-21 12:51:43,500,credit_card,completed,False
2433,3053,2024-12-03 01:58:57,200,bank_transfer,failed,False
2434,3902,2024-09-19 03:20:50,50,bank_transfer,completed,False
2435,2527,2024-11-23 03:38:33,200,debit_card,failed,False
2436,342,2024-12-09 07:17:18,50,credit_card,failed,False
2437,3176,2023-11-19 11:23:28,25,debit_card,completed,False
2438,2229,2024-09-28 18:14:18,50,,completed,True
2439,1535,2024-07-01 04:21:40,50,debit_card,completed,False
2440,4759,2023-11-28 16:03:03,100,,completed,True
2441,1095,2024-09-28 20:08:31,50,bank_transfer,completed,False
2442,2043,2024-04-25 17:46:15,500,debit_card,completed,False
2443,3031,2024-09-19 21:46:27,500,credit_card,completed,False
2444,1777,2025-01-16 01:50:59,50,bank_transfer,completed,False
2445,1257,2024-08-05 15:18:42,200,bank_transfer,completed,False
2446,4354,2023-09-29 09:56:22,100,bank_transfer,completed,False
2447,2952,2024-10-30 18:58:41,100,debit_card,completed,False
2448,3844,2024-11-14 11:08:31,25,credit_card,completed,False
2449,4453,2024-09-26 22:56:05,25,bank_transfer,completed,False
2450,3720,2024-09-26 21:46:52,1000,credit_card,completed,False
2451,4257,2024-03-08 21:46:52,1000,credit_card,completed,False
2452,3329,2024-07-01 23:17:43,1000,bank_transfer,completed,False
2453,3721,2024-05-15 10:53:13,100,,completed,True
2454,2978,2024-11-24 22:04:19,200,venmo,completed,False
2455,2966,2024-10-07 21:59:51,100,paypal,completed,False
2456,3269,2024-05-30 22:40:19,200,venmo,completed,False
2457,2886,2023-11-29 13:21:55,50,paypal,completed,False
2458,1088,2024-05-23 09:13:03,500,credit_card,completed,False
2459,3123,2024-09-29 00:57:04,500,paypal,failed,False
2460,4314,2024-11-17 19:52:54,100,,completed,True
2461,1313,2025-01-10 04:49:33,50,paypal,completed,False
2462,3065,2024-02-17 05:40:28,1000,paypal,completed,False
2463,633,2025-01-25 19:13:51,100,venmo,completed,False
2464,3640,2025-01-29 05:40:42,100,,completed,True
2465,4152,2024-06-19 07:31:09,100,paypal,completed,False
2466,4733,2024-12-30 08:32:48,50,debit_card,completed,False
2467,904,2024-09-07 11:08:30,25,bank_transfer,completed,False
2468,1394,2024-08-18 05:36:14,100,bank_transfer,completed,False
2469,985,2024-09-29 05:17:28,100,venmo,completed,False
2470,3666,2024-09-15 12:40:50,25,venmo,completed,False
2471,1241,2025-01-08 15:53:10,25,venmo,completed,False
2472,3599,2024-10-23 00:24:20,25,venmo,completed,False
2473,1990,2024-07-13 22:17:07,100,credit_card,completed,False
2474,4894,2024-05-19 08:11:34,100,credit_card,failed,False
2475,1033,2024-10-17 18:26:09,25,,completed,True
2476,4210,2025-01-21 03:37:00,100,,completed,False
2477,3490,2025-01-30 05:23:18,100,,completed,True
2478,393,2024-12-13 03:54:21,25,paypal,completed,False
2479,2011,2024-09-30 04:48:36,100,debit_card,completed,False
2480,2945,2024-07-10 16:56:49,100,venmo,completed,False
2481,2448,2025-01-30 20:45:42,100,,completed,True
2482,1867,2024-08-27 14:11:23,500,paypal,completed,False
2483,727,2024-08-11 05:20:08,1000,venmo,completed,False
2484,48,2024-11-15 23:42:16,50,,completed,True
2485,3948,2024-11-23 21:40:30,50,,completed,True
2486,2825,2024-06-25 09:14:32,100,credit_card,completed,False
2487,2943,2024-06-11 15:08:24,50,bank_transfer,completed,False
2488,3143,2024-12-30 05:46:44,100,,completed,True
2489,1433,2025-01-04 07:08:27,1000,credit_card,completed,False
2490,2108,2024-06-18 19:21:02,500,credit_card,completed,False
2491,2548,2024-11-06 04:11:58,100,,completed,True
2492,1392,2024-02-21 23:40:04,25,bank_transfer,failed,False
2493,144,2024-07-25 04:20:42,200,paypal,completed,False
2494,1935,2024-01-22 13:05:24,200,credit_card,completed,False
2495,1019,2024-02-09 04:31:55,500,venmo,completed,False
2496,234,2024-01-29 20:17:58,200,debit_card,completed,False
2497,3744,2024-04-15 20:02:07,200,debit_card,completed,False
2498,2655,2023-12-27 06:55:22,50,debit_card,completed,False
2499,2720,2024-12-11 20:30:35,100,,completed,True
2500,1916,2024-10-17 18:22:31,50,debit_card,completed,False
2501,2999,2024-06-10 22:00:49,25,paypal,completed,False
2502,4615,2024-08-14 07:10:28,100,paypal,completed,False
2503,2841,2025-01-27 17:01:50,50,venmo,completed,False
2504,508,2024-12-19 16:56:12,100,,completed,True
2505,1281,2024-09-11 23:19:07,25,paypal,completed,False
2506,1986,2024-06-02 17:21:53,200,paypal,completed,False
2507,4981,2024-09-12 00:35:30,1000,debit_card,completed,False
2508,2544,2024-12-20 17:44:39,25,,completed,True
2509,2955,2024-08-08 10:34:17,50,venmo,completed,False
2510,1042,2024-09-10 17:49:00,500,debit_card,completed,False
2511,2128,2024-03-06 16:31:35,200,bank_transfer,failed,False
2512,4890,2024-08-22 16:56:56,100,paypal,completed,False
2513,1275,2024-10-04 21:42:27,100,,completed,True
2514,2284,2024-12-25 04:23:11,500,paypal,failed,False
2515,2912,2024-10-28 09:33:58,25,debit_card,completed,False
2516,4204,2024-08-31 07:01:48,50,bank_transfer,completed,False
2517,3342,2024-09-28 10:30:48,200,credit_card,completed,False
2518,27,2023-11-27 23:24:17,1000,credit_card,completed,False
2519,4226,2025-01-02 23:24:03,50,paypal,completed,False
2520,2354,2024-12-12 00:09:16,100,paypal,completed,False
2521,3720,2024-10-02 15:43:03,500,debit_card,failed,False
2522,4263,2024-07-17 11:59:09,50,paypal,completed,False
2523,2346,2024-05-04 18:51:34,25,,completed,True
2524,2799,2024-04-05 00:54:37,100,debit_card,completed,False
2525,4016,2024-03-06 08:29:47,100,venmo,completed,False
2526,175,2024-09-26 22:41:19,1000,bank_transfer,failed,False
2527,1243,2024-11-11 07:33:07,25,paypal,completed,False
2528,3402,2023-11-25 14:25:08,10,,completed,True
2529,630,2023-12-03 15:15:41,25,debit_card,completed,False
2530,1146,2024-05-03 22:08:09,100,credit_card,completed,False
2531,3421,2025-01-30 06:14:35,50,debit_card,completed,False
2532,2125,2024-03-08 05:13:33,50,debit_card,completed,False
2533,1091,2024-11-08 19:03:12,1000,debit_card,completed,False
2534,2617,2024-03-28 12:18:59,25,paypal,completed,False
2535,1022,2024-11-24 02:48:30,200,venmo,completed,False
2536,265,2024-01-04 01:03:24,1000,paypal,failed,False
2537,1464,2024-09-23 01:35:42,50,debit_card,completed,False
2538,3222,2024-02-18 18:41:14,100,venmo,failed,False
2539,1701,2024-06-23 05:58:28,1000,bank_transfer,completed,False
2540,2796,2025-01-03 12:40:40,100,,completed,True
2541,2027,2024-09-13 02:17:49,500,credit_card,completed,False
2542,2774,2024-08-22 12:04:14,500,venmo,completed,False
2543,1325,2024-10-14 04:34:27,50,debit_card,completed,False
2544,180,2024-12-18 11:28:00,500,bank_transfer,failed,False
2545,4169,2024-12-23 19:00:08,500,paypal,completed,False
2546,4594,2024-07-03 20:30:16,500,venmo,failed,False
2547,4639,2024-06-27 22:19:23,25,bank_transfer,completed,False
2548,4655,2024-10-13 08:53:41,1000,venmo,completed,False
2549,1420,2024-04-12 21:23:08,25,bank_transfer,completed,False
2550,2369,2024-08-27 09:42:44,25,venmo,completed,False
2551,3248,2024-04-09 13:03:41,200,debit_card,completed,False
2552,1359,2024-11-14 15:31:13,100,,completed,True
2553,3346,2024-11-06 05:57:24,500,paypal,completed,False
2554,2201,2024-03-31 14:02:01,100,,completed,True
2555,1324,2024-08-23 03:53:54,100,,completed,True
2556,2905,2023-11-10 04:01:43,500,paypal,completed,False
2557,3298,2024-11-10 05:06:21,100,debit_card,completed,False
2558,2898,2024-11-16 06:20:55,1000,credit_card,completed,False
2559,1179,2024-10-26 18:11:33,200,credit_card,completed,False
2560,4472,2024-08-25 14:03:17,500,venmo,failed,False
2561,2718,2024-11-28 06:57:34,100,debit_card,completed,False
2562,4648,2024-07-27 08:16:22,50,credit_card,completed,False
2563,4491,2024-10-04 20:47:28,25,,completed,True
2564,41,2025-01-02 17:42:20,25,bank_transfer,completed,False
2565,392,2025-01-20 21:08:49,1000,bank_transfer,failed,False
2566,1017,2024-04-25 15:20:49,100,credit_card,completed,False
2567,4575,2024-11-02 17:46:49,10,,completed,True
2568,1984,2024-11-12 13:23:20,1000,paypal,completed,False
2569,3290,2024-05-25 15:04:22,100,credit_card,completed,False
2570,3375,2024-08-07 07:11:46,100,paypal,completed,False
2571,1461,2024-07-03 05:32:23,500,venmo,completed,False
2572,1037,2024-05-21 13:09:38,10,,completed,True
2573,3716,2024-07-05 05:17:13,100,debit_card,completed,False
2574,4680,2024-11-10 11:05:59,100,debit_card,completed,False
2575,3544,2024-12-03 19:22:15,25,bank_transfer,completed,False
2576,4497,2024-01-31 17:44:36,100,venmo,completed,False
2577,2128,2024-02-01 10:46:19,500,credit_card,failed,False
2578,14,2024-08-19 19:00:14,100,,completed,True
2579,4809,2024-12-14 09:40:21,100,,completed,True
2580,2023,2024-06-17 11:38:05,25,paypal,failed,False
2581,3844,2024-11-02 11:13:15,50,credit_card,completed,False
2582,2870,2024-08-03 14:04:05,500,venmo,completed,False
2583,422,2024-05-15 15:04:48,50,venmo,completed,False
2584,4509,2024-10-03 11:39:59,100,debit_card,completed,False
2585,1134,2024-08-30 13:22:27,100,debit_card,completed,False
2586,61,2024-06-02 12:03:06,50,paypal,completed,False
2587,3406,2024-06-24 02:25:56,100,credit_card,completed,False
2588,1933,2024-05-05 01:27:42,100,credit_card,failed,False
2589,1858,2024-10-31 21:43:02,1000,paypal,completed,False
2590,3542,2024-10-04 05:15:43,50,,completed,True
2591,1739,2023-11-24 01:18:01,500,credit_card,completed,False
2592,2550,2024-11-18 13:48:08,50,credit_card,completed,False
2593,2807,2024-02-19 12:52:04,1000,venmo,completed,False
2594,1698,2024-11-14 14:01:05,1000,debit_card,completed,False
2595,2470,2024-05-20 15:50:59,500,debit_card,completed,False
2596,2664,2024-12-20 04:43:40,100,bank_transfer,completed,False
2597,4880,2024-11-29 04:52:26,500,debit_card,completed,False
2598,3329,2024-10-11 23:10:44,200,paypal,completed,False
2599,1813,2024-07-03 05:09:03,1000,,completed,False
2600,3175,2024-06-08 15:07:35,100,,completed,True
2601,2363,2024-05-02 15:52:32,10,,completed,True
2602,2650,2024-08-10 17:19:49,50,,completed,True
2603,2141,2024-07-29 21:37:12,25,venmo,completed,False
2604,3276,2024-04-17 13:51:02,10,,completed,True
2605,1553,2024-05-22 07:10:35,100,credit_card,completed,False
2606,1028,2024-10-24 11:44:53,1000,venmo,completed,False
2607,3387,2024-09-06 19:19:44,50,credit_card,completed,False
2608,3328,2024-10-02 05:01:42,100,debit_card,completed,False
2609,4176,2024-12-15 11:36:43,200,bank_transfer,completed,False
2610,2505,2024-06-30 22:53:44,50,venmo,failed,False
2611,1594,2024-01-06 18:56:30,25,debit_card,completed,False
2612,4000,2024-11-07 18:36:50,1000,bank_transfer,completed,False
2613,3705,2024-05-07 14:12:56,200,venmo,completed,False
2614,3153,2023-12-31 00:19:09,500,paypal,failed,False
2615,4425,2024-07-25 10:59:45,100,,completed,True
2616,2906,2024-10-04 15:28:27,200,credit_card,completed,False
2617,4778,2024-05-14 03:07:23,50,venmo,completed,False
2618,4223,2024-05-22 16:25:02,500,venmo,failed,False
2619,3310,2024-03-12 03:47:37,25,credit_card,failed,False
2620,3134,2024-03-11 15:38:02,100,bank_transfer,completed,False
2621,1557,2024-01-11 01:38:54,200,bank_transfer,failed,False
2622,4483,2025-01-18 20:10:03,25,venmo,failed,False
2623,450,2024-03-15 15:10:30,1000,venmo,completed,False
2624,404,2024-09-19 21:59:15,25,debit_card,completed,False
2625,2971,2024-12-31 19:09:05,100,credit_card,completed,False
2626,1263,2025-01-28 11:49:10,200,debit_card,completed,False
2627,1677,2024-09-30 09:23:39,500,debit_card,completed,False
2628,4432,2024-08-18 10:17:17,10,,completed,True
2629,1976,2025-01-04 00:34:02,500,bank_transfer,completed,False
2630,3847,2024-12-31 17:01:51,1000,venmo,failed,False
2631,4517,2024-12-15 12:13:18,200,bank_transfer,completed,False
2632,63,2024-12-04 08:03:35,100,debit_card,completed,False
2633,3140,2025-01-29 10:41:57,200,paypal,completed,False
2634,2132,2025-01-11 07:11:22,100,venmo,completed,False
2635,3301,2024-07-03 00:21:30,200,bank_transfer,completed,False
2636,4564,2024-09-25 22:30:58,500,bank_transfer,completed,False
2637,3597,2024-02-29 19:01:49,10,,completed,True
2638,516,2024-05-30 02:25:17,10,,completed,True
2639,4242,2024-08-31 03:56:33,1000,debit_card,failed,False
2640,2373,2024-05-30 03:38:04,500,credit_card,completed,False
2641,3589,2024-12-13 18:34:23,50,credit_card,completed,False
2642,3724,2024-09-12 04:51:55,100,credit_card,completed,False
2643,1400,2024-11-25 07:08:25,25,,completed,True
2644,4673,2024-07-15 04:34:57,50,,completed,True
2645,2161,2024-06-10 07:17:48,200,credit_card,completed,False
2646,3347,2024-07-23 23:49:10,25,bank_transfer,completed,False
2647,940,2024-11-10 18:36:55,50,bank_transfer,completed,False
2648,115,2025-01-12 17:06:12,1000,paypal,completed,False
2649,3899,2024-09-20 06:52:01,50,venmo,completed,False
2650,1001,2024-11-21 21:19:56,25,,completed,True
2651,4313,2024-07-15 02:00:20,100,,completed,True
2652,1920,2024-11-04 12:46:10,25,credit_card,completed,False
2653,2278,2025-01-04 03:02:27,500,paypal,completed,False
2654,1558,2024-07-29 02:20:12,500,credit_card,completed,False
2655,1457,2025-01-01 16:46:36,25,paypal,completed,False
2656,2793,2024-07-13 18:01:46,500,paypal,completed,False
2657,990,2025-01-27 20:06:33,25,paypal,completed,False
2658,1568,2024-08-02 14:23:21,100,bank_transfer,completed,False
2659,4180,2024-12-11 20:38:15,50,,completed,True
2660,395,2025-01-27 07:30:52,25,,completed,True
2661,1986,2024-08-27 23:52:59,25,venmo,completed,False
2662,3238,2024-03-15 06:09:08,10,,completed,True
2663,3253,2024-09-10 02:24:26,200,bank_transfer,completed,False
2664,3839,2024-08-25 08:08:48,200,credit_card,completed,False
2665,1629,2025-01-04 02:39:26,50,paypal,completed,False
2666,3635,2025-01-15 23:56:32,10,,completed,True
2667,104,2024-06-22 20:26:45,25,bank_transfer,completed,False
2668,4237,2024-03-24 13:26:10,50,credit_card,completed,False
2669,4188,2024-05-30 19:34:27,25,paypal,completed,False
2670,2422,2024-09-04 17:54:06,200,bank_transfer,failed,False
2671,2685,2024-10-30 01:44:01,500,credit_card,completed,False
2672,4840,2024-09-10 15:03:46,1000,bank_transfer,completed,False
2673,2947,2024-08-30 23:44:15,10,,completed,True
2674,2983,2024-03-07 20:07:38,50,credit_card,completed,False
2675,3187,2025-01-23 10:15:32,200,credit_card,completed,False
2676,871,2024-07-10 05:33:09,200,bank_transfer,completed,False
2677,2547,2024-12-20 21:42:49,1000,debit_card,completed,False
2678,4278,2024-10-30 05:09:50,50,,completed,True
2679,4287,2024-06-21 20:19:06,500,venmo,failed,False
2680,1145,2024-07-16 03:35:52,100,paypal,completed,False
2681,3604,2024-03-30 09:39:27,100,venmo,completed,False
2682,1823,2024-12-09 11:42:17,50,venmo,completed,False
2683,4776,2024-08-08 05:59:45,1000,paypal,failed,False
2684,2413,2024-03-23 20:15:10,1000,debit_card,completed,False
2685,235,2024-01-20 05:23:18,1000,venmo,completed,False
2686,4318,2024-11-24 14:51:24,200,debit_card,completed,False
2687,2974,2024-11-10 01:13:09,50,paypal,completed,False
2688,418,2024-06-29 12:42:05,100,venmo,completed,False
2689,1302,2024-09-27 18:31:49,100,venmo,completed,False
2690,3510,2024-08-09 03:31:46,200,venmo,completed,False
2691,919,2024-09-04 22:48:38,50,credit_card,completed,False
2692,4279,2024-12-19 09:10:00,1000,paypal,completed,False
2693,1571,2024-09-08 09:31:35,200,bank_transfer,completed,False
2694,3353,2024-04-09 03:20:10,100,debit_card,completed,False
2695,641,2024-10-06 09:55:59,25,,completed,True
2696,1537,2024-10-11 19:58:28,500,bank_transfer,completed,False
2697,4225,2024-10-21 21:53:25,100,,completed,True
2698,4232,2024-11-13 11:08:00,25,paypal,completed,False
2699,1189,2024-02-24 13:16:14,1000,venmo,completed,False
2700,1072,2024-08-07 17:46:26,25,credit_card,completed,False
2701,4776,2024-10-02 17:17:11,10,,completed,True
2702,2299,2024-05-29 04:54:00,100,,completed,True
2703,3444,2024-10-06 00:20:10,1000,bank_transfer,completed,False
2704,2491,2024-01-31 00:35:18,200,paypal,completed,False
2705,2884,2024-11-08 03:59:44,25,bank_transfer,completed,False
2706,462,2024-03-01 19:13:03,200,,failed,False
2707,3203,2024-06-10 06:14:35,25,bank_transfer,failed,False
2708,4230,2024-12-13 02:46:43,500,venmo,completed,False
2709,4431,2024-09-14 18:46:13,200,bank_transfer,completed,False
2710,1589,2024-09-28 13:02:52,1000,venmo,completed,False
2711,3750,2024-09-07 18:15:02,200,bank_transfer,completed,False
2712,1474,2024-10-05 16:21:14,100,paypal,completed,False
2713,3786,2024-11-15 00:32:55,25,paypal,completed,False
2714,2113,2024-08-10 10:34:06,200,venmo,completed,False
2715,4369,2024-11-18 01:15:14,100,credit_card,completed,False
2716,2176,2024-06-30 04:19:46,500,credit_card,completed,False
2717,4397,2024-10-20 10:01:12,200,venmo,completed,False
2718,3015,2025-01-27 16:02:21,25,,completed,True
2719,4703,2024-05-24 04:19:28,50,bank_transfer,completed,False
2720,2281,2024-12-28 17:25:32,100,debit_card,completed,False
2721,2265,2025-01-09 06:31:42,1000,bank_transfer,completed,False
2722,1430,2024-08-27 03:55:10,25,paypal,completed,False
2723,1450,2024-05-13 06:54:08,200,debit_card,completed,False
2724,1516,2024-04-18 18:22:35,50,venmo,completed,False
2725,4109,2025-01-04 17:18:46,50,,completed,True
2726,2610,2024-07-06 23:41:16,1000,bank_transfer,completed,False
2727,2040,2024-07-23 03:38:44,1000,credit_card,failed,False
2728,4926,2024-10-04 08:05:13,25,venmo,completed,False
2729,1542,2023-12-07 04:39:54,200,bank_transfer,completed,False
2730,623,2025-01-09 14:36:47,1000,bank_transfer,completed,False
2731,3436,2023-12-15 20:00:37,500,bank_transfer,completed,False
2732,325,2024-09-04 05:28:39,100,venmo,completed,False
2733,3260,2024-06-09 02:07:41,10,,completed,True
2734,1168,2024-11-01 10:30:25,100,,completed,True
2735,4837,2024-10-24 17:28:21,25,credit_card,completed,False
2736,604,2024-10-25 13:09:11,200,debit_card,completed,False
2737,3067,2024-12-11 21:54:55,50,venmo,completed,False
2738,1536,2024-05-02 17:30:29,200,paypal,completed,False
2739,4599,2024-08-07 10:22:36,25,paypal,completed,False
2740,963,2024-11-13 00:55:14,200,venmo,completed,False
2741,3739,2024-04-25 21:21:26,25,,completed,True
2742,1251,2024-12-06 15:58:22,500,debit_card,completed,False
2743,3814,2024-11-29 20:02:32,200,venmo,completed,False
2744,2220,2024-07-18 00:04:59,500,paypal,completed,False
2745,2272,2024-03-02 06:20:25,100,bank_transfer,completed,False
2746,4601,2025-01-22 10:48:19,1000,credit_card,completed,False
2747,3902,2025-01-11 19:38:50,100,venmo,completed,False
2748,3597,2025-01-11 15:12:45,100,paypal,completed,False
2749,4766,2024-05-11 10:40:39,200,bank_transfer,completed,False
2750,4409,2024-11-22 09:59:05,50,,completed,True
2751,748,2024-07-17 16:59:23,50,bank_transfer,completed,False
2752,1703,2024-10-12 06:06:40,100,,completed,True
2753,3937,2024-09-09 11:47:16,100,credit_card,completed,False
2754,3920,2024-09-26 20:09:24,100,venmo,completed,False
2755,4786,2024-11-14 08:47:47,25,credit_card,completed,False
2756,4399,2024-08-28 04:14:08,50,venmo,completed,False
2757,3426,2024-09-04 12:58:12,1000,bank_transfer,completed,False
